query,scale_factor,drop_cache,comp_algo,mem_limit,thread_limit,uncomp_bytes,comp_bytes,io_bytes,time_ms
query2.1,200,1,UNCOMPRESSED,274877906944,64,0,33625155617,46762176512,8492.13
#[INFO ] Res size 56
query2.2,200,1,UNCOMPRESSED,274877906944,64,0,33622082341,46759608320,8278.04
#[INFO ] Res size 7
query2.3,200,1,UNCOMPRESSED,274877906944,64,0,33622082341,46759608320,8208.64
#[INFO ] Res size 150
query3.1,200,1,UNCOMPRESSED,274877906944,64,0,33674350148,50456813568,8910.62
#[INFO ] Res size 600
query3.2,200,1,UNCOMPRESSED,274877906944,64,0,33676878741,50465161216,9041.57
#[INFO ] Res size 24
query3.3,200,1,UNCOMPRESSED,274877906944,64,0,33664589969,50452213760,8848.8
#[INFO ] Res size 4
query3.4,200,1,UNCOMPRESSED,274877906944,64,0,33664591105,50452213760,8755.43
#[INFO ] Res size 35
query4.1,200,1,UNCOMPRESSED,274877906944,64,0,48089207362,57655300096,10427
#[INFO ] Res size 100
query4.2,200,1,UNCOMPRESSED,274877906944,64,0,48081528318,57646841856,10520
#[INFO ] Res size 800
query4.3,200,1,UNCOMPRESSED,274877906944,64,0,48083948056,57649848320,10386.2
#DONE
